"","Contains fear","excitement"
"mine.1",0.164388507604599,0.835611522197723
"minimal",0.649031579494476,0.350968390703201
"minute",0.16964016854763,0.830359756946564
"minutes.4",0.216249838471413,0.783750116825104
"mission",0.26827684044838,0.731723189353943
"moaned",0.905222833156586,0.0947771668434143
"models.4",0.118452861905098,0.881547152996063
"modern",0.27269384264946,0.727306127548218
"modest",0.276666730642319,0.723333239555359
"moment",0.0601983331143856,0.939801633358002
"momentous",0.0644295141100883,0.935570478439331
"monasteries",0.494254857301712,0.505745112895966
"monastery",0.264966040849686,0.735033929347992
"monastically",0.123325072228909,0.876675009727478
"monasticism",0.209489688277245,0.790510356426239
"monetize",0.415841937065125,0.584158062934875
"money.4",0.227199152112007,0.772800862789154
"monitor",0.429939925670624,0.570060074329376
"month.9",0.263346493244171,0.736653506755829
"months.6",0.482971519231796,0.517028450965881
"mood",0.527943134307861,0.472056835889816
"morton",0.758805453777313,0.241194576025009
"motivation",0.019245995208621,0.98075395822525
"moving",0.045223779976368,0.954776227474213
"n.e.a",0.330264210700989,0.669735729694366
"narrative",0.677940905094147,0.322059094905853
"narrow",0.465707689523697,0.534292280673981
"natural",0.0971615612506866,0.902838408946991
"nature.1",0.062678650021553,0.937321305274963
"neighborhood",0.491159498691559,0.508840501308441
"nerves",0.479020297527313,0.520979702472687
"networked",0.233759462833405,0.766240537166595
"networks",0.18739826977253,0.812601685523987
"neural",0.595506072044373,0.40449395775795
"newcomers",0.13011109828949,0.869888961315155
"news.7",0.136880099773407,0.863119959831238
"niche",0.505570828914642,0.494429141283035
"night",0.176772788167,0.823227226734161
"night.s",0.32643935084343,0.673560619354248
"nishihara",0.433917731046677,0.566082298755646
"nob",0.818308711051941,0.181691274046898
"nonfunctional",0.875285625457764,0.124714434146881
"norms",0.60925966501236,0.39074033498764
"northeast",0.306362241506577,0.693637728691101
"nose.1",0.614724457263947,0.385275512933731
"notably",0.552791178226471,0.447208762168884
"odd",0.290920376777649,0.709079563617706
"offer.1",0.14373017847538,0.856269836425781
"offers",0.648752987384796,0.351247012615204
"officer.2",0.265199810266495,0.734800159931183
"offices.1",0.642572045326233,0.357427984476089
"online.4",0.110128000378609,0.889872074127197
"openai.7",0.130720779299736,0.869279205799103
"openai.s.3",0.315221786499023,0.684778213500977
"opportunistic",0.072029635310173,0.927970349788666
"optimistic.1",0.0581550784409046,0.941844880580902
"organizers",0.117392584681511,0.882607400417328
"organizing",0.114846333861351,0.885153651237488
"outsize",0.6456418633461,0.354358106851578
"outsourced",0.652080416679382,0.347919583320618
"overflowed",0.16811802983284,0.831881999969482
"overseeing",0.0621936172246933,0.937806367874146
"oversubscribed",0.743869483470917,0.256130546331406
"owner.1",0.226230725646019,0.77376925945282
"p.m",0.27559420466423,0.724405765533447
"pace.3",0.14545726776123,0.85454273223877
"paid",0.388414293527603,0.611585736274719
"painstakingly",0.473671764135361,0.526328265666962
"pairing",0.202883392572403,0.797116637229919
"palo",0.24163718521595,0.758362770080566
"pandemic.2",0.871408343315125,0.128591671586037
"paper.3",0.234064042568207,0.765935897827148
"paraphrased",0.95366758108139,0.0463323891162872
"parent",0.231616914272308,0.768383085727692
"parents",0.186449900269508,0.813550055027008
"park",0.0603551380336285,0.939644813537598
"partner.2",0.240482553839684,0.759517431259155
"partners",0.138169497251511,0.861830532550812
"partnerships.1",0.155595079064369,0.844404935836792
"party",0.102703057229519,0.897296965122223
"partying",0.592460453510284,0.407539516687393
"passionate",0.128401339054108,0.871598601341248
"pattern",0.52541446685791,0.474585562944412
"payments",0.425037831068039,0.574962198734283
"people.8",0.128222957253456,0.871777057647705
"percent.2",0.226842939853668,0.773157060146332
"percentage",0.354726672172546,0.645273327827454
"perfectly",0.0752435252070427,0.924756407737732
"personal.4",0.498223274946213,0.501776695251465
"personality",0.149925351142883,0.850074708461761
"personifies",0.189937680959702,0.810062289237976
"ph.d",0.337215155363083,0.66278487443924
"pharmaceutical",0.526472568511963,0.473527431488037
"philosophically",0.126758828759193,0.873241126537323
"photographer",0.10426227003336,0.895737707614899
"phrase",0.398582339286804,0.601417720317841
"physical",0.17606557905674,0.823934376239777
"piece.1",0.279215544462204,0.720784425735474
"piecing",0.189941734075546,0.810058295726776
"pierre.1",0.364160507917404,0.635839462280273
"pigtails",0.218307614326477,0.781692385673523
"pink",0.564412832260132,0.435587167739868
"pioneer",0.0903396308422089,0.909660398960114
"pit",0.25431701540947,0.745683014392853
"planning.2",0.293487846851349,0.706512212753296
"plans.5",0.464771568775177,0.535228431224823
"platform.1",0.14773964881897,0.85226035118103
"platforms.5",0.243689626455307,0.756310403347015
"play.4",0.041894219815731,0.958105802536011
"pledges",0.278503149747849,0.721496880054474
"podcast.1",0.174321621656418,0.82567834854126
"poetry",0.460448920726776,0.539551079273224
"poised.1",0.660075545310974,0.339924454689026
"pom",0.256877243518829,0.743122696876526
"pool",0.215937912464142,0.784062087535858
"pop.1",0.0588097870349884,0.941190183162689
"popular.1",0.0244660917669535,0.975533902645111
"portal",0.16369640827179,0.83630359172821
"possibilities",0.688267469406128,0.311732560396194
"posted.1",0.335187584161758,0.664812505245209
"potential.9",0.287895441055298,0.712104558944702
"powered.4",0.0558477751910686,0.944152176380157
"powerful.4",0.10874342918396,0.89125657081604
"preclude",0.479325503110886,0.520674526691437
"predictions",0.447778016328812,0.552221953868866
"prejudice",0.797562003135681,0.202437996864319
"presentation",0.130663841962814,0.869336128234863
"presentations",0.20065438747406,0.79934561252594
"president.5",0.179036349058151,0.820963621139526
"prestige",0.633852899074554,0.366147100925446
"previous",0.161474376916885,0.838525593280792
"previously.1",0.21966814994812,0.78033185005188
"price.3",0.241988807916641,0.758011162281036
"prices",0.308100014925003,0.691900014877319
"primacy.1",0.360798418521881,0.639201581478119
"prior.3",0.170369923114777,0.829630076885223
"process.5",0.302535980939865,0.697464048862457
"processing.1",0.324050635099411,0.675949335098267
"proclaimed",0.160389676690102,0.83961033821106
"producing",0.0901249349117279,0.909875094890594
"product.1",0.141678988933563,0.858321011066437
"productive",0.186207205057144,0.813792824745178
"productivity.1",0.0664389058947563,0.933561146259308
"products.5",0.186730742454529,0.813269257545471
"programming",0.296791523694992,0.703208446502686
"programs",0.333163112401962,0.66683691740036
"projects.1",0.195915728807449,0.804084241390228
"property.1",0.22027787566185,0.779722154140472
"proprietary.1",0.441505044698715,0.558494925498962
"prototypes",0.166642233729362,0.833357751369476
"proverbial",0.414618760347366,0.585381209850311
"provide.2",0.0652588456869125,0.934741139411926
"provider",0.148889467120171,0.851110458374023
"psychological",0.506306529045105,0.49369341135025
"publicly.2",0.146152526140213,0.853847444057465
"punctuation",0.763203501701355,0.236796513199806
"pundits",0.720191836357117,0.279808163642883
"qualities",0.200096637010574,0.799903392791748
"quasi",0.350963830947876,0.649036169052124
"queries.1",0.338483303785324,0.661516666412354
"query.1",0.369370818138123,0.630629181861877
"question.1",0.726582884788513,0.273417085409164
"questions.3",0.462594985961914,0.537405014038086
"quickly.1",0.112061128020287,0.887938857078552
"quiet",0.651094913482666,0.348905086517334
"race.2",0.257058948278427,0.742941081523895
"raft",0.225165128707886,0.774834871292114
"raged",0.777274072170258,0.222725883126259
"raising.1",0.0367795377969742,0.963220417499542
"rallying",0.152705579996109,0.847294449806213
"rampant",0.772263944149017,0.227736070752144
"rap",0.444150030612946,0.55584990978241
"rapidly.3",0.62360006570816,0.37639993429184
"rare",0.376637428998947,0.623362600803375
"rastovac",0.528868556022644,0.471131443977356
"read.5",0.455288171768188,0.544711768627167
"real.6",0.127862155437469,0.872137904167175
"reality.1",0.147168293595314,0.852831721305847
"realizing",0.0875155106186867,0.912484467029572
"reaped",0.141223043203354,0.858776986598969
"received.1",0.0706132799386978,0.929386734962463
"recent.10",0.180697932839394,0.819302082061768
"recently.4",0.18478424847126,0.815215706825256
"recipient",0.121280960738659,0.87871903181076
"recursively",0.0908272787928581,0.909172713756561
"refute",0.519185483455658,0.480814516544342
"regulate.2",0.18738965690136,0.812610328197479
"regulation.4",0.344626486301422,0.655373513698578
"reid",0.65283465385437,0.34716534614563
"reining",0.193453282117844,0.806546688079834
"reinvent",0.325002044439316,0.674997985363007
"reis",0.387350171804428,0.612649857997894
"relationship.1",0.142255187034607,0.857744812965393
"released.6",0.208875194191933,0.791124761104584
"relevant.2",0.252362877130508,0.747637093067169
"reliable.1",0.111962258815765,0.88803768157959
"religion",0.464185386896133,0.535814583301544
"relu",0.333956599235535,0.666043400764465
"remade",0.518042504787445,0.481957495212555
"remarkable",0.0626091882586479,0.937390804290771
"remembered",0.816450238227844,0.183549746870995
"reminding",0.43831267952919,0.561687290668488
"remote",0.728132605552673,0.271867334842682
"render",0.416224420070648,0.583775579929352
"rented",0.366443306207657,0.633556723594666
"report.6",0.311992198228836,0.688007831573486
"represent",0.208813339471817,0.791186690330505
"represented",0.201475650072098,0.79852432012558
"reptile",0.924660086631775,0.0753399208188057
"research.7",0.313726156949997,0.686273872852325
"researchers.5",0.403662413358688,0.596337616443634
"resembles.1",0.451519668102264,0.548480331897736
"residencies",0.740513563156128,0.259486436843872
"residents",0.483644932508469,0.516355097293854
"respell",0.839125454425812,0.160874575376511
"respond.1",0.220531910657883,0.77946811914444
"responded.1",0.268034964799881,0.731965005397797
"responses.3",0.414953023195267,0.585047006607056
"rest.2",0.495534896850586,0.504465162754059
"resulted",0.612340927124023,0.387659013271332
"resulting",0.510423302650452,0.489576667547226
"results.1",0.1900784522295,0.809921562671661
"retreat",0.913603067398071,0.0863969475030899
"returns",0.398981362581253,0.601018607616425
"reversed",0.862040579319,0.137959435582161
"review.2",0.148500591516495,0.851499378681183
"reviewing",0.215576082468033,0.784423887729645
"rhapsodic",0.0231092981994152,0.976890683174133
"risks.7",0.254584103822708,0.745415925979614
"rivals",0.605509042739868,0.394490927457809
"riveted",0.902765870094299,0.0972341150045395
"robert.1",0.286074906587601,0.713925123214722
"rocky",0.187332659959793,0.812667310237885
"rolling",0.171490117907524,0.828509867191315
"roof",0.330406874418259,0.669593095779419
"roughly",0.473022282123566,0.526977717876434
"rows",0.299838721752167,0.700161337852478
"run.3",0.149764180183411,0.850235819816589
"running.1",0.097457118332386,0.902542889118195
"runs.1",0.193904966115952,0.806095063686371
"s.a.s",0.388022631406784,0.611977398395538
"s.f",0.364687770605087,0.635312259197235
"safety.4",0.29476135969162,0.705238699913025
"sahil",0.364271581172943,0.635728418827057
"salinas",0.738362729549408,0.261637270450592
"sam.5",0.203837305307388,0.796162664890289
"san.1",0.189447224140167,0.810552775859833
"sanity",0.144264727830887,0.855735301971436
"sasha.1",0.308013677597046,0.691986382007599
"scenarios",0.719594478607178,0.280405580997467
"scenes",0.125084847211838,0.874915182590485
"school.1",0.165311798453331,0.834688246250153
"science.5",0.112766370177269,0.88723361492157
"screen.1",0.150388702750206,0.849611282348633
"search.1",0.323747843503952,0.676252126693726
"season",0.13628189265728,0.863718092441559
"seemingly",0.268071413040161,0.731928586959839
"selection",0.371885061264038,0.628114938735962
"sells.2",0.38334396481514,0.616656064987183
"seminal",0.86370712518692,0.13629287481308
"send.3",0.183661311864853,0.816338717937469
"sends",0.806038320064545,0.193961635231972
"sensations",0.865448415279388,0.134551599621773
"sense.1",0.105435617268085,0.894564390182495
"separate.1",0.642450213432312,0.357549756765366
"sequoia.s",0.638021469116211,0.361978530883789
"series.1",0.262553870677948,0.737446069717407
"served",0.259740978479385,0.740259051322937
"service.3",0.196940585970879,0.80305939912796
"services.5",0.253781169652939,0.746218800544739
"session",0.213903397321701,0.786096632480621
"sessions",0.51160329580307,0.488396733999252
"set.2",0.217888548970222,0.782111465930939
"sets.1",0.149774327874184,0.850225687026978
"setting.2",0.0633054226636887,0.93669456243515
"settlement",0.119299493730068,0.880700528621674
"share.3",0.114896446466446,0.885103523731232
"shark",0.187150493264198,0.812849521636963
"sheng",0.234722197055817,0.765277802944183
"shift",0.395758897066116,0.604241073131561
"shifts.1",0.633247852325439,0.366752177476883
"shirt",0.118051491677761,0.881948471069336
"shirts",0.15910878777504,0.840891242027283
"shobrook",0.505208671092987,0.494791328907013
"short.2",0.437946021556854,0.562054038047791
"shoulders",0.523381531238556,0.476618438959122
"shrugged",0.739399194717407,0.260600805282593
"sign.4",0.144552066922188,0.855447947978973
"significant.1",0.267464727163315,0.732535243034363
"silicon",0.878441989421844,0.121558003127575
"similar.1",0.268713891506195,0.731286108493805
"similarly",0.272404432296753,0.727595508098602
"singer",0.395070999860764,0.604929029941559
"sitting.1",0.62454080581665,0.375459223985672
"situation.1",0.317298978567123,0.682701051235199
"skills.1",0.026861846446991,0.973138153553009
"skylight",0.096641331911087,0.903358638286591
"sleepawake",0.946820318698883,0.0531796328723431
"sliver",0.763239979743958,0.23675999045372
"slung",0.518560886383057,0.481439054012299
"smattering",0.368592411279678,0.631407618522644
"smiley",0.107476465404034,0.892523527145386
"software.8",0.215602591633797,0.78439736366272
"solve.1",0.247695222496986,0.752304792404175
"sommelier",0.200638011097908,0.799362003803253
"songs",0.291405022144318,0.708594977855682
"sort",0.359654784202576,0.640345215797424
"sorts",0.539858222007751,0.460141748189926
"sound",0.0535484477877617,0.946451544761658
"sounded",0.183358490467072,0.816641569137573
"source",0.255838811397552,0.744161188602448
"sourced",0.475008308887482,0.524991631507874
"sources.2",0.518131196498871,0.481868803501129
"south.1",0.195328399538994,0.80467164516449
"spaces",0.443230628967285,0.55676931142807
"sparked.1",0.030707411468029,0.969292640686035
"speak.2",0.701427936553955,0.298572033643723
"speaker.2",0.192346587777138,0.807653427124023
"speaking.3",0.249890193343163,0.750109791755676
"special.1",0.11479727178812,0.885202705860138
"specialize",0.194017946720123,0.805982053279877
"specific",0.467238992452621,0.532761037349701
"spectacle",0.33526799082756,0.664732038974762
"spectators",0.17179100215435,0.828209042549133
"speeches",0.270552337169647,0.729447662830353
"spelling",0.100068993866444,0.899931013584137
"spend",0.221892461180687,0.778107523918152
"spent",0.111725099384785,0.888274848461151
"spirituality",0.174941405653954,0.825058579444885
"spits",0.42048704624176,0.57951295375824
"spoke.1",0.224838450551033,0.775161504745483
"spread.4",0.139331042766571,0.860668957233429
"spreadsheet",0.334411144256592,0.665588855743408
"spring",0.070359081029892,0.929640889167786
"spring.s",0.108257800340652,0.89174222946167
"square",0.180403500795364,0.819596529006958
"stacked",0.86112368106842,0.138876304030418
"staff.5",0.291461139917374,0.708538889884949
"stage.1",0.076891116797924,0.923108875751495
"staircase",0.110957518219948,0.889042496681213
"standing",0.15078316628933,0.849216878414154
"stands",0.144705563783646,0.855294466018677
"start.5",0.112395249307156,0.887604773044586
"started.2",0.0846651047468185,0.91533488035202
"starting",0.120592333376408,0.879407703876495
"startling",0.100228115916252,0.899771869182587
"stately",0.451628506183624,0.548371493816376
"status.1",0.168714433908463,0.83128559589386
"staying",0.55217844247818,0.447821617126465
"stick",0.199096247553825,0.800903737545013
"stites",0.61378014087677,0.386219799518585
"story.1",0.161595016717911,0.838405013084412
"storytelling",0.114248625934124,0.885751366615295
"stripe",0.148407742381096,0.851592242717743
"students",0.277687042951584,0.722312986850739
"studying.1",0.285791397094727,0.714208602905273
"submitting",0.555132627487183,0.444867342710495
"subscriber",0.425354301929474,0.574645698070526
"subscribers",0.378170162439346,0.621829807758331
"subscription",0.193559005856514,0.806440949440002
"succeed",0.0262732524424791,0.973726689815521
"success.1",0.0367700234055519,0.963229954242706
"successful",0.184601321816444,0.815398693084717
"suddenly",0.0755400136113167,0.924459934234619
"sufficiently",0.125365257263184,0.874634683132172
"suggest.1",0.410291016101837,0.589708983898163
"summaries",0.793192267417908,0.20680770277977
"summarized",0.330615788698196,0.669384181499481
"summer",0.0805438682436943,0.91945618391037
"superior",0.0274580251425505,0.972541987895966
"supplanted",0.543364644050598,0.456635385751724
"supported.1",0.138886332511902,0.861113667488098
"supposed",0.244108989834785,0.755891025066376
"surfing",0.0428578481078148,0.957142114639282
"surprising",0.011708821170032,0.988291203975677
"surprisingly",0.0946548655629158,0.90534508228302
"sweeping",0.225143253803253,0.774856746196747
"swing",0.0299585852771997,0.970041394233704
"syntax",0.352974772453308,0.647025287151337
"system.5",0.314296722412109,0.685703337192535
"table",0.297318309545517,0.702681660652161
"tackle.1",0.30019012093544,0.699809908866882
"takeout",0.180149078369141,0.819850921630859
"talent",0.0902666598558426,0.909733355045319
"talk.1",0.221579656004906,0.778420329093933
"talking.1",0.153365045785904,0.846634984016418
"talks.1",0.378091126680374,0.621908843517303
"tank",0.253286957740784,0.746713101863861
"task",0.388966143131256,0.611033797264099
"tasks.2",0.63756799697876,0.362431973218918
"tax.3",0.519700050354004,0.480299949645996
"team.2",0.0900654569268227,0.909934520721436
"teams.2",0.135781049728394,0.864219009876251
"tech.9",0.0925699695944786,0.907430052757263
"techies",0.239231377840042,0.760768592357635
"technical.1",0.254170596599579,0.745829403400421
"technically",0.137604087591171,0.862395882606506
"technological",0.173637345433235,0.826362669467926
"technologies.6",0.322571665048599,0.677428305149078
"technologist",0.193467065691948,0.806532919406891
"technology.10",0.109162256121635,0.890837788581848
"tedious",0.770106732845306,0.229893282055855
"teespring",0.203357025980949,0.796642899513245
"tend.1",0.260310560464859,0.739689469337463
"tens",0.648004949092865,0.351995080709457
"tension",0.293213158845901,0.706786811351776
"terms.4",0.381701737642288,0.618298292160034
"text.4",0.252818942070007,0.747181057929993
"texted",0.347832590341568,0.65216737985611
"texts",0.359852582216263,0.64014744758606
"textual",0.357569068670273,0.642430901527405
"that.s.4",0.361134171485901,0.638865828514099
"theme",0.374784797430038,0.625215172767639
"themes",0.563308537006378,0.436691522598267
"therapy",0.155602812767029,0.844397187232971
"there.s.2",0.273855417966843,0.726144552230835
"they.re.3",0.336425304412842,0.663574695587158
"they.ve.1",0.343735337257385,0.656264662742615
"thinking.2",0.156787678599358,0.843212366104126
"thoroughfare",0.0241933520883322,0.975806653499603
"thousands.2",0.335307955741882,0.664692044258118
"thread",0.357310563325882,0.642689406871796
"threshold.1",0.669264733791351,0.330735236406326
"thyself",0.295838266611099,0.704161763191223
"tiago",0.222536399960518,0.777463614940643
"tickets",0.16471703350544,0.835282921791077
"time.11",0.1947932690382,0.805206775665283
"times.2",0.197155684232712,0.802844345569611
"told.7",0.460888236761093,0.539111793041229
"tool.4",0.355626165866852,0.644373834133148
"tools.4",0.290039598941803,0.709960401058197
"top.3",0.111482292413712,0.888517677783966
"town",0.162441149353981,0.83755886554718
"traction",0.521540582180023,0.478459388017654
"training.4",0.169720068573952,0.830279946327209
"transaction.1",0.177766978740692,0.822233021259308
"transform",0.455763131380081,0.544236838817596
"transformed",0.420016705989838,0.579983294010162
"transition.2",0.191459715366364,0.808540284633636
"travis",0.337465196847916,0.662534832954407
"tree",0.171467274427414,0.828532755374908
"trees",0.190731942653656,0.809268057346344
"trend.1",0.133922249078751,0.866077780723572
"triggering.1",0.574098408222198,0.425901591777802
"troops",0.192510798573494,0.807489156723022
"truck",0.179129540920258,0.820870518684387
"tv.3",0.145078808069229,0.854921162128448
"tweets.1",0.478695631027222,0.521304428577423
"twitter.3",0.153319895267487,0.846680104732513
"typed",0.51446807384491,0.485531896352768
"types.1",0.419327914714813,0.580672144889832
"typically.1",0.259901732206345,0.740098237991333
"ultimately.3",0.23547288775444,0.764527142047882
"underlying.3",0.412397921085358,0.587602078914642
"understand.1",0.184866324067116,0.815133631229401
"understanding.1",0.227738931775093,0.772261023521423
"unerring",0.322596698999405,0.677403271198273
"unifying",0.2826187312603,0.717381238937378
"university.2",0.169720247387886,0.83027970790863
"unlike.1",0.960059106349945,0.0399409607052803
"unlimited",0.275915443897247,0.724084556102753
"unsure",0.956644833087921,0.0433551780879498
"upload.1",0.189169317483902,0.81083071231842
"ups",0.14914944767952,0.850850582122803
"upstairs",0.202942550182343,0.797057509422302
"user.s",0.437217265367508,0.56278270483017
"users.4",0.169158801436424,0.830841183662415
"v.c",0.330425411462784,0.669574618339539
"valley",0.319695919752121,0.680304050445557
"valley.s",0.419808179140091,0.580191791057587
"variations.1",0.662432372570038,0.33756759762764
"vast.1",0.264281153678894,0.735718786716461
"venture",0.0602310746908188,0.93976891040802
"verbal",0.175930291414261,0.824069738388062
"version.1",0.588464796543121,0.411535173654556
"video.2",0.146320223808289,0.853679776191711
"virtual.1",0.44079127907753,0.559208750724792
"visiting",0.112819127738476,0.887180864810944
"visualize",0.0966514497995377,0.903348624706268
"voice.2",0.0768983960151672,0.923101603984833
"walk.1",0.058112945407629,0.941887021064758
"wall.5",0.368284583091736,0.631715357303619
"warm",0.0630066618323326,0.936993360519409
"warming",0.0154872126877308,0.984512746334076
"wasn.t",0.536511659622192,0.463488340377808
"wave.1",0.132029101252556,0.867970943450928
"waxed",0.793744206428528,0.206255778670311
"we.ll",0.236332818865776,0.763667166233063
"we.re.3",0.431823551654816,0.568176507949829
"wearing",0.0861288756132126,0.913871109485626
"week.8",0.151487275958061,0.848512709140778
"weekends",0.221525445580482,0.778474569320679
"weeks.1",0.417069107294083,0.582930862903595
"weird",0.460568755865097,0.539431214332581
"welcomed",0.0101764611899853,0.989823520183563
"westworld",0.204893574118614,0.795106470584869
"what.s.2",0.694148421287537,0.305851578712463
"whiteboards",0.200947359204292,0.799052655696869
"who.s.1",0.562876760959625,0.437123209238052
"wi",0.166174739599228,0.833825290203094
"wild",0.0679477751255035,0.932052195072174
"willingness",0.0252979882061481,0.974702060222626
"win",0.077514573931694,0.922485411167145
"wind",0.227882966399193,0.772117018699646
"winds",0.416389644145966,0.58361029624939
"wine",0.163283571600914,0.836716413497925
"winter",0.184873640537262,0.815126359462738
"wiped",0.542451620101929,0.457548409700394
"woolly",0.361883401870728,0.638116598129272
"workers.2",0.373625606298447,0.626374363899231
"world.6",0.156939804553986,0.843060195446014
"worried.1",0.89191597700119,0.10808402299881
"worst",0.940047144889832,0.059952836483717
"wrangling",0.943721771240234,0.0562782436609268
"wringing",0.773041367530823,0.226958572864532
"write.1",0.385857611894608,0.61414235830307
"writing.1",0.234820425510406,0.765179514884949
"written.2",0.41507089138031,0.584929168224335
"wrote.1",0.372950166463852,0.62704986333847
"y.all",0.255883663892746,0.744116306304932
"yeah",0.14110940694809,0.858890652656555
"year.s",0.326084226369858,0.67391574382782
"yiren",0.248631224036217,0.751368761062622
"york.2",0.512581765651703,0.487418204545975
"you.re.2",0.440098404884338,0.559901535511017
"yu",0.177517414093018,0.822482585906982
"zone",0.258553266525269,0.741446733474731
"zooming",0.152740761637688,0.847259223461151
"a.i.2",0.285408139228821,0.714591920375824
"aaron",0.315030574798584,0.684969425201416
"abilities",0.3172327876091,0.682767271995544
"abstract.1",0.274152904748917,0.725847065448761
"academic",0.222894087433815,0.777105867862701
"academics.2",0.0479449927806854,0.952054977416992
"access.2",0.0948088467121124,0.90519118309021
"accessible.1",0.164799705147743,0.835200309753418
"added.5",0.124455846846104,0.875544130802155
"address.1",0.494214326143265,0.505785644054413
"adjusts",0.671388030052185,0.328611940145493
"advanced.3",0.0635812729597092,0.936418771743774
"advances.3",0.0219006165862083,0.978099346160889
"advertisement.1",0.110678851604462,0.889321148395538
"advice.1",0.669498324394226,0.330501705408096
"afford.1",0.231042295694351,0.768957674503326
"aimed.3",0.41208952665329,0.587910532951355
"alex.2",0.16845865547657,0.831541299819946
"align",0.249627828598022,0.750372171401978
"altman.6",0.297548890113831,0.702451109886169
"american.3",0.265595197677612,0.734404802322388
"amid.5",0.63070809841156,0.369291931390762
"amounts",0.478238195180893,0.521761775016785
"announced.3",0.0627148225903511,0.937285184860229
"answer.3",0.250631541013718,0.749368488788605
"app.1",0.143755033612251,0.856244921684265
"approach.6",0.0246334839612246,0.975366532802582
"arms.1",0.191889047622681,0.808110952377319
"articles.1",0.161644443869591,0.838355541229248
"artificial.11",0.270759344100952,0.729240715503693
"automated.3",0.246617197990417,0.753382742404938
"babylm",0.476468563079834,0.523531436920166
"bard.1",0.255320936441422,0.744679093360901
"based.8",0.206127613782883,0.793872356414795
"basic.1",0.355994045734406,0.644005954265594
"basketball.1",0.07907684892416,0.920923113822937
"bigger.1",0.161528319120407,0.838471710681915
"billion.3",0.164386779069901,0.835613191127777
"billions.1",0.0922471880912781,0.907752811908722
"black",0.386217951774597,0.613782048225403
"bloggers",0.218596324324608,0.781403720378876
"blurry",0.548053681850433,0.451946377754211
"bodies",0.56489896774292,0.435101062059402
"boxes",0.30960339307785,0.69039660692215
"brain.1",0.17251743376255,0.827482521533966
"branch",0.317469626665115,0.682530403137207
"build.8",0.10576368868351,0.894236326217651
"building.8",0.0348668582737446,0.965133130550385
"bump",0.75227689743042,0.247723147273064
"call.3",0.279102861881256,0.720897138118744
"called.7",0.410575360059738,0.589424669742584
"candidate",0.124093398451805,0.875906586647034
"capable.1",0.220237031579018,0.779762923717499
"capacities",0.42466002702713,0.57533997297287
"center.5",0.201381132006645,0.798618853092194
"challenge",0.457509487867355,0.542490541934967
"challenging.1",0.77047073841095,0.229529276490211
"change.6",0.308197170495987,0.691802859306335
"chatbots.3",0.123112663626671,0.876887321472168
"chatgpt.9",0.402643471956253,0.597356557846069
"chief.4",0.289624720811844,0.710375249385834
"chinchilla",0.327765583992004,0.672234416007996
"chomsky.s",0.553897202014923,0.446102738380432
"city.2",0.115516394376755,0.884483635425568
"claims",0.313689678907394,0.686310350894928
"close.3",0.733392357826233,0.266607642173767
"closer.1",0.249944627285004,0.750055372714996
"cognitive",0.245413184165955,0.754586815834045
"colleagues",0.345602929592133,0.654397010803223
"collected",0.54919445514679,0.45080554485321
"companies.9",0.236355289816856,0.763644695281982
"compatible",0.306147843599319,0.693852126598358
"computer.6",0.218746080994606,0.781253933906555
"computers.2",0.283871531486511,0.716128468513489
"conceived",0.703211784362793,0.296788215637207
"concern.1",0.943662881851196,0.0563370957970619
"concluded",0.647405445575714,0.352594494819641
"connection",0.100997969508171,0.899002075195312
"context",0.443203836679459,0.556796133518219
"control.3",0.298286825418472,0.70171320438385
"conversation.2",0.631085336208344,0.368914604187012
"conversational",0.592975914478302,0.407024085521698
"corpus",0.635353744029999,0.364646315574646
"create.6",0.073011726140976,0.926988244056702
"dangerous.2",0.977326095104218,0.022673886269331
"data.12",0.422135710716248,0.577864229679108
"day.4",0.104885667562485,0.895114302635193
"declared",0.843380689620972,0.156619310379028
"deepmind.s",0.509315729141235,0.490684241056442
"democratic",0.186066463589668,0.813933491706848
"depending",0.303263366222382,0.696736633777618
"design.3",0.153361767530441,0.846638202667236
"designed.1",0.113482512533665,0.886517524719238
"desire",0.0478395372629166,0.952160477638245
"detailed.1",0.58386492729187,0.416135132312775
"directly",0.224341750144958,0.775658249855042
"doesn.t.3",0.49859482049942,0.50140517950058
"doors",0.282536953687668,0.71746301651001
"dozen",0.162942752242088,0.83705723285675
"dr.1",0.213438525795937,0.786561489105225
"driven.3",0.116351723670959,0.883648276329041
"easier.1",0.286831706762314,0.713168323040009
"efficient",0.449171394109726,0.550828635692596
"efficiently.1",0.404503494501114,0.595496535301208
"efforts.4",0.0819497182965279,0.918050289154053
"emerged.1",0.170482262969017,0.829517722129822
"encounters",0.0962813124060631,0.903718650341034
"enormous",0.499243676662445,0.5007563829422
"eth",0.197833850979805,0.802166104316711
"ethan",0.29024663567543,0.709753334522247
"eva",0.150210052728653,0.849789977073669
"exciting",0.00527559127658606,0.994724452495575
"exclusive",0.289496183395386,0.710503756999969
"executive.4",0.234004899859428,0.76599508523941
"exercise",0.0159141011536121,0.984085917472839
"explain.1",0.133551031351089,0.866448938846588
"exposed",0.11030775308609,0.88969224691391
"expressed",0.133055880665779,0.866944134235382
"feathers",0.331443786621094,0.668556213378906
"fed.4",0.383890390396118,0.616109609603882
"feel.2",0.134360283613205,0.865639746189117
"fellow.3",0.135732769966125,0.864267289638519
"fewer",0.714718759059906,0.285281270742416
"field.3",0.186681866645813,0.813318133354187
